"";"name";"ID";"agreement_start";"creditcardnr";"default";"date_of_default"
"297";"Refugio Deckow";"662-31-9017";2001-01-15;"1705-8120-6424-8509";0;NA
"298";"Tenesha White";"542-12-5491";1996-03-16;"6362-7109-4218-8088";1;"2004-04-28"
"299";"Janie Ledner";"551-71-9553";1994-05-04;"9357-2196-7262-7024";0;NA
"300";"Otto Goodwin";"256-36-2983";2003-04-21;"7900-9505-8595-1719";0;NA
"301";"Laurice Rowe";"362-90-4817";1997-07-04;"3418-1825-2125-9324";0;NA
"302";"Dorine Friesen";"504-54-7681";1992-03-28;"9422-5244-4345-6604";0;NA
"303";"Elsa Johnson";"509-74-6753";2002-02-12;"6230-1711-6702-6942";0;NA
"304";"Levi Heathcote";"224-37-2842";1995-11-08;"5390-7151-3829-6520";0;NA
"305";"Davis Bergstrom";"396-84-1604";1992-10-29;"9860-1149-2692-4261";1;"2006-01-21"
"306";"Stephaine Kozey";"719-39-6741";2001-11-02;"4036-9466-3410-5285";0;NA
"307";"Nan Schaefer";"958-89-4471";1996-05-25;"7435-7793-9319-6957";1;"2021-08-12"
"308";"Jared Haag";"437-21-8825";1999-03-03;"2271-2053-5940-9304";0;NA
"309";"Numbers Wuckert";"352-87-5377";1997-09-08;"4962-7663-8530-3116";0;NA
"310";"Jocelyn Larkin";"382-19-3126";1996-07-15;"5241-8370-4321-8100";1;"2018-07-27"
"311";"Young Champlin";"953-65-3625";2000-09-01;"2585-9758-2036-6524";1;"2019-08-24"
"312";"Young Willms";"571-15-1968";2000-01-13;"2520-1345-2114-8302";1;"2015-09-06"
"313";"Lavonda Dooley";"297-17-9064";2001-01-19;"6258-6720-2291-8945";0;NA
"314";"Ahmed Keeling";"217-86-2392";1998-06-25;"9454-8964-3990-9366";0;NA
"315";"Doreatha Kshlerin";"192-99-4180";1995-09-04;"3776-8402-8108-2318";0;NA
"316";"Keneth Lynch";"854-27-7540";2001-11-24;"3597-8611-8021-9955";1;"2007-01-25"
"317";"Michel Padberg";"224-36-1102";1992-12-24;"4483-8966-2695-8296";1;"2018-08-22"
"318";"Seymour Daniel";"192-96-8952";1992-02-04;"3490-7815-7278-8953";0;NA
"319";"Manuela Abshire";"995-82-4314";1990-10-17;"9273-1705-6200-6664";0;NA
"320";"Clotilde Waters";"865-30-4034";1997-10-18;"7647-7446-9968-4361";0;NA
"321";"Jose Hettinger";"856-52-2622";1999-04-15;"2803-3733-2290-8820";0;NA
"322";"Soledad Schoen";"942-66-1510";1990-05-30;"8265-2530-2794-2482";1;"2006-03-30"
"323";"Fabian Rempel";"177-30-5445";1996-09-03;"2007-7530-5145-2743";0;NA
"324";"Keenan Bradtke";"336-66-4650";1993-01-06;"5103-8767-8561-2077";1;"2022-08-11"
"325";"Earnestine Ratke";"566-67-2080";1994-06-07;"3592-9408-5348-5118";0;NA
"326";"Brenda Marks";"538-67-8794";2001-08-08;"4595-6877-7655-4452";0;NA
"327";"Bobbie Howell";"476-67-8928";1991-10-10;"5301-9248-5266-1933";0;NA
"328";"Lilian Padberg";"424-78-8259";2002-05-05;"3303-9637-5359-9585";0;NA
"329";"Ivonne Hudson";"361-87-5298";1997-01-15;"7845-8834-4932-5202";0;NA
"330";"Noble Rice";"498-13-1121";1995-02-10;"8687-2221-5990-5921";0;NA
"331";"Wesley Davis";"845-59-9780";1991-08-21;"7821-9962-4556-6952";0;NA
"332";"Fawn Hodkiewicz";"506-69-4312";1993-06-15;"8589-9365-5782-3851";0;NA
"333";"Lee Greenfelder";"574-64-4765";2003-05-09;"5654-4245-4865-2374";0;NA
"334";"Imelda Smitham";"817-45-3869";2003-10-04;"5523-1901-2556-8629";0;NA
"335";"Edwin Stroman";"962-23-9660";1999-10-20;"4502-2696-2083-4881";0;NA
"336";"Delisa Stanton";"585-99-9894";1994-07-28;"5343-5832-7536-2797";0;NA
"337";"Aaron Ondricka";"112-24-5779";1996-04-05;"7415-5125-7327-8791";0;NA
"338";"Linwood O'Keefe";"491-47-7213";1991-12-31;"5423-1674-3664-3390";0;NA
"339";"Sung Rogahn";"136-54-7880";2002-01-22;"7435-1135-9167-2602";0;NA
"340";"Daron Ziemann";"204-16-2636";1992-09-19;"7815-9565-1437-8751";0;NA
"341";"Sonny Frami";"609-65-3066";1994-07-09;"2566-2786-1941-1414";0;NA
"342";"Despina Kuhlman";"180-58-3114";2000-12-08;"3083-2023-5175-5237";1;"2015-04-28"
"343";"Shannon Gorczany";"125-61-6416";1994-11-20;"9404-3446-1577-6443";0;NA
"344";"Marvin Watsica";"288-70-5889";1994-03-16;"5941-7001-3897-2351";0;NA
"345";"Carter Littel";"968-37-5152";2003-08-19;"3588-4910-4615-2996";0;NA
"346";"Alyce O'Kon";"270-73-3562";1996-06-08;"9455-3051-5177-8979";0;NA
"347";"Floyd Muller";"941-65-7748";1997-02-18;"7419-3199-9972-5732";0;NA
"348";"Carolyne Barrows";"755-34-4389";1992-11-10;"4726-1083-1435-2612";0;NA
"349";"Trina Zboncak";"823-60-2203";2002-08-12;"2520-9298-9242-5248";0;NA
"350";"Virgil Denesik";"640-63-7730";1993-03-21;"6452-9429-2546-9516";0;NA
"351";"Yuriko Koss";"766-38-6358";1991-02-10;"1375-2096-3317-5265";0;NA
"352";"Eleanora Marvin";"275-57-1005";1991-06-10;"2444-5214-8709-1576";0;NA
"353";"Myrtle Hartmann";"445-17-5381";1996-08-06;"1488-6879-3440-3972";1;"2011-10-26"
"354";"Dave McGlynn";"399-76-1356";1997-11-28;"7815-3630-7456-2902";1;"2020-04-25"
"355";"Alane Dickens";"696-38-4297";1997-10-17;"5007-9289-4858-3412";0;NA
"356";"Kirby Gerlach";"531-61-6784";2003-11-08;"3724-3163-9183-3104";1;"2009-09-07"
"357";"Cary Raynor";"259-29-6434";1996-01-24;"3394-7321-1238-7414";1;"2012-05-25"
"358";"Sterling Pfeffer";"915-79-5843";1998-11-16;"1344-2474-2454-6520";0;NA
"359";"Sybil Jerde";"746-19-3040";1996-06-25;"8928-5368-1768-5915";1;"2015-02-11"
"360";"Thresa Bogan";"166-84-8133";2002-04-10;"7054-3646-3664-2699";1;"2021-04-27"
"361";"Jenae Tillman";"819-42-2269";1993-12-01;"2895-8383-6317-2226";0;NA
"362";"Santos Skiles";"914-91-6060";1993-07-16;"8305-8070-3358-6938";0;NA
"363";"Ettie Johnston";"264-70-6758";1998-06-07;"6516-5917-8867-6502";1;"2006-10-01"
"364";"Arletha Romaguera";"870-42-1245";1994-04-26;"8149-4382-7386-2953";1;"2010-02-13"
"365";"Rosalie Reinger";"429-23-5376";1996-04-17;"8094-2948-4243-9147";1;"2005-02-11"
"366";"Angel Stanton";"798-89-9917";1995-10-22;"5906-8449-5676-7852";0;NA
"367";"Manuel Marquardt";"601-36-7099";2001-08-28;"1522-2911-5380-6177";0;NA
"368";"Maribel Wuckert";"465-47-7214";1994-12-25;"1012-5192-8184-5001";1;"2019-04-22"
"369";"Mui Mueller";"411-69-7180";1996-08-29;"6581-9290-1258-3006";1;"2006-05-18"
"370";"Mee Block";"489-95-5045";1992-05-28;"3478-1427-9417-2200";0;NA
"371";"Rachell Volkman";"172-59-8922";1993-02-26;"1994-2981-1203-7541";0;NA
"372";"Audrie Schulist";"890-87-5587";1998-01-14;"9441-1939-6280-9829";0;NA
"373";"Graham Yundt";"375-35-3893";1996-09-20;"6318-5361-4671-1281";0;NA
"374";"Franklin Jacobson";"417-63-1356";1996-03-19;"2507-9679-2836-6138";0;NA
"375";"Rudolph Abernathy";"506-69-2942";2002-03-19;"7591-8530-9145-9084";1;"2022-10-26"
"376";"Luis Rutherford";"383-98-3220";1991-10-02;"7838-8260-2968-7134";1;"2015-12-08"
"377";"Cedric Koelpin";"112-73-4822";2003-03-26;"1077-7730-8931-2551";0;NA
"378";"Gudrun Klein";"859-37-4502";1997-12-20;"1186-8259-2255-3350";0;NA
"379";"Al Koepp";"638-50-6114";2001-09-16;"7169-5045-7328-5826";0;NA
"380";"Mika Mills";"563-71-1126";1992-06-21;"1352-7403-6914-2396";0;NA
"381";"Elvin Jaskolski";"383-76-5865";1994-05-14;"5383-3351-9161-5531";0;NA
"382";"Carole Cartwright";"793-67-9535";2000-11-08;"3526-6187-1575-8357";1;"2009-05-05"
"383";"Deana Rogahn";"521-90-4927";1998-12-31;"4968-4786-6558-6125";1;"2008-11-01"
"384";"Moon Ortiz";"387-12-1777";1997-08-22;"4292-6804-7947-9099";1;"2020-12-29"
"385";"Marcie Kessler";"873-17-2053";2003-12-18;"1975-5005-8133-4866";0;NA
"386";"Sarah Rutherford";"150-73-2290";1991-12-08;"4580-2987-1057-3744";1;"2015-05-16"
"387";"Miles Sanford";"326-14-2888";1994-03-14;"9419-3737-7383-8622";0;NA
"388";"Judy Mante";"636-84-3194";1992-04-07;"6495-4242-7463-4533";0;NA
"389";"Gordon Olson";"281-97-8064";1998-03-03;"4408-5915-9103-5657";0;NA
"390";"Veola Dietrich";"611-85-9375";1995-03-16;"1735-8850-1637-2721";1;"2015-03-19"
"391";"Isa Anderson";"922-58-6063";1999-03-05;"5014-8067-7875-6354";1;"2015-06-22"
"392";"Alfonzo Ebert";"191-83-5138";2003-11-25;"7564-3754-6199-6891";0;NA
"393";"Olga Funk";"316-24-5395";2000-10-16;"7450-8417-2177-8649";1;"2017-01-04"
"394";"Mariann Goyette";"406-61-5437";1995-04-11;"2628-5339-7751-5094";0;NA
"395";"Marylyn McClure";"526-53-6245";2003-08-04;"5623-5904-9172-2621";0;NA
"396";"Renato Gusikowski";"880-19-3100";1994-07-05;"2945-8380-4407-9907";0;NA
"397";"Luann Toy";"185-83-5296";1991-11-18;"9836-9209-8038-4227";0;NA
"398";"Lonnie McClure";"148-72-2255";1996-01-02;"6290-1718-5516-4540";0;NA
"399";"Darla Abernathy";"304-74-2333";1995-06-29;"5691-3847-7790-5067";0;NA
"400";"Fausto Barrows";"743-80-7509";1997-11-09;"6918-5183-7686-5852";1;"2004-09-03"
"401";"Julia Turner";"466-86-5659";1994-03-13;"3506-1287-8339-6579";0;NA
"402";"August Heidenreich";"346-45-5864";2002-11-05;"4376-1801-3408-8773";0;NA
"403";"Eddy Kassulke";"307-68-9119";1990-05-20;"1887-8000-9919-8182";0;NA
"404";"Frances Johns";"452-79-9647";2001-06-12;"2971-8602-6283-8888";0;NA
"405";"Eneida Gerhold";"931-51-7490";1991-01-25;"2301-3091-5712-7282";1;"2006-01-30"
"406";"Reinaldo Wiegand";"642-79-6471";1995-04-28;"1157-1153-9195-6457";0;NA
"407";"Fritz Kiehn";"961-37-1046";1990-03-16;"8207-2163-1645-9451";0;NA
"408";"Herschel Rodriguez";"338-82-9238";1999-10-16;"5365-2562-2303-1741";0;NA
"409";"Makeda Marquardt";"299-95-7930";1999-10-28;"1911-7693-3668-2712";0;NA
"410";"Ron Treutel";"971-96-1603";2000-07-01;"9322-6533-9851-1072";1;"2023-03-09"
"411";"Latasha Bernier";"441-85-2872";1992-04-14;"1756-9076-7006-3616";0;NA
"412";"Trey Bogisich";"762-56-5984";1990-08-30;"3992-5450-4169-4779";0;NA
"413";"Silas Hickle";"684-47-2600";1997-07-12;"8047-8366-9240-7319";0;NA
"414";"Bret Champlin";"721-83-4312";1995-11-07;"2102-8586-6141-4173";0;NA
"415";"Dennis Raynor";"844-58-3800";2003-08-15;"7006-1208-2168-4725";0;NA
"416";"Asley Douglas";"885-22-6123";1991-03-31;"9897-1970-5208-2834";1;"2010-06-22"
"417";"Travis Keebler";"555-64-9530";1995-09-20;"8583-6205-1193-9581";0;NA
"418";"Sunday Gleichner";"711-58-7946";1995-08-19;"9609-9990-6449-4590";0;NA
"419";"Jeffrey King";"398-64-2763";1992-06-16;"7631-6285-4306-5978";1;"2017-07-18"
"420";"Jessika Schaden";"986-94-3314";2002-10-24;"7454-9700-9337-4012";0;NA
"421";"Leandra Stehr";"138-76-9275";1992-07-07;"4066-3290-1462-5473";0;NA
"422";"Karina Brakus";"514-33-4896";1998-08-05;"8580-5508-9186-8360";0;NA
"423";"Wilford Cole";"820-89-6524";2002-06-04;"7975-6612-5210-4441";0;NA
"424";"Gwendolyn Hauck";"777-68-1146";1993-12-17;"8711-3093-7213-9570";0;NA
"425";"Kendall Satterfield";"196-16-8295";2001-05-11;"8849-3539-1610-7597";1;"2014-10-03"
"426";"Mauro Nicolas";"740-69-9305";1991-10-12;"3578-7665-4464-1233";1;"2022-10-31"
"427";"Milo Kertzmann";"374-14-2481";1995-03-25;"5003-6319-2003-1654";0;NA
"428";"Kristina Tromp";"585-32-9073";1991-02-01;"4083-3129-5510-6577";0;NA
"429";"Gene Schuppe";"373-87-6580";1990-03-23;"7397-2179-9859-2668";0;NA
"430";"Joella Lindgren";"721-78-9023";1998-10-20;"5005-4553-3854-8887";0;NA
"431";"Jack Collins";"132-55-4956";1992-12-13;"2410-5785-2339-8304";0;NA
"432";"Vern Wolff";"615-46-6299";1999-05-18;"2445-8315-9365-8650";0;NA
"433";"Maribeth Waelchi";"581-20-1531";2003-12-31;"7856-7013-3487-4349";0;NA
"434";"Luvenia Fadel";"387-37-9927";1996-10-01;"6768-3792-4220-4175";0;NA
"435";"Steve Nienow";"301-85-7856";2000-01-17;"3879-2702-9296-8825";0;NA
"436";"Wilford Shanahan";"612-24-6987";1992-01-03;"4676-8556-2523-2387";1;"2009-07-21"
"437";"Shawnta Lehner";"145-63-8998";1992-05-16;"9909-3997-9139-4967";0;NA
"438";"Lanny Hane";"541-42-4780";2002-07-04;"2842-5021-5803-5825";0;NA
"439";"Jamel Larson";"807-22-8047";2002-05-09;"3900-2081-6858-1190";0;NA
"440";"Abdul Reilly";"766-56-5002";2001-07-13;"3550-1292-1542-4178";0;NA
"441";"Cruz Wilderman";"951-13-7933";2000-06-13;"3995-2207-9077-1489";0;NA
"442";"Adaline Hodkiewicz";"450-97-4867";2003-06-06;"3703-3792-4785-5830";0;NA
"443";"Cletus Leuschke";"618-48-5174";2003-04-23;"5109-8609-7878-3688";0;NA
"444";"Sonny Zboncak";"868-30-5252";1994-02-07;"6568-5333-4036-3788";1;"2024-04-26"
"445";"Charita Fadel";"165-46-5138";1993-10-31;"8497-5273-5385-7025";0;NA
"446";"Michal Hodkiewicz";"382-19-7373";1990-07-19;"4344-6404-5484-1712";0;NA
"447";"Lucilla Green";"447-69-8294";2000-08-08;"4134-9607-1013-4886";0;NA
"448";"Israel Schuppe";"935-95-1846";1990-02-05;"5359-1480-7939-6369";0;NA
"449";"Amado Rohan";"539-19-2354";1995-11-06;"4924-6255-5944-5563";0;NA
"450";"Charita Kassulke";"727-42-7003";1990-08-23;"3470-3641-8305-8479";0;NA
"451";"Giselle Wiegand";"156-54-9154";1993-07-27;"6616-6566-1425-5282";1;"2020-08-04"
"452";"Trenton Dickinson";"629-99-5891";1996-12-17;"6793-6231-2583-1566";0;NA
"453";"Lorie Goodwin";"654-27-2501";1995-05-25;"8291-2031-5494-3606";0;NA
"454";"Malcom Krajcik";"348-10-5808";1993-01-30;"3759-5261-5876-2738";0;NA
"455";"Mitch Waters";"733-51-9845";1999-01-25;"5348-1951-6891-5739";0;NA
"456";"Timmy Glover";"565-48-5706";1992-01-01;"7963-6246-9590-7055";0;NA
"457";"Kaitlyn Waelchi";"377-63-5881";1999-09-27;"3538-3514-7549-8488";0;NA
"458";"Rachal Johns";"261-31-7550";1993-08-21;"6773-7624-1369-1091";0;NA
"459";"Raguel Armstrong";"163-42-5337";2003-01-15;"5284-1473-8577-7225";0;NA
"460";"Patrica Ankunding";"917-92-4870";1993-02-14;"9508-8032-4833-6738";0;NA
"461";"Xochitl Sanford";"728-73-1423";1997-08-09;"6206-1851-1272-2517";0;NA
"462";"Alfred Goyette";"498-11-9215";1990-12-07;"3149-1364-8666-5612";1;"2009-12-12"
"463";"Lenny Emard";"384-72-8740";1999-02-25;"4722-4734-7993-5776";0;NA
"464";"Ilene Murphy";"131-40-4176";1998-04-02;"7342-5927-4078-1538";0;NA
"465";"Moses Green";"449-69-5657";1993-04-09;"4037-7215-5344-7656";0;NA
"466";"Basil O'Reilly";"522-96-9894";1994-02-03;"4548-9120-1937-7097";0;NA
"467";"Devin Steuber";"817-88-7534";1992-11-19;"1261-9872-4083-9367";0;NA
"468";"Renato Frami";"864-63-7036";1998-04-29;"2869-1399-7051-6009";0;NA
"469";"Dorris McKenzie";"349-49-1189";2001-10-09;"2295-8635-7598-3849";0;NA
"470";"Simon Rempel";"720-37-1814";1998-09-14;"3592-7859-3679-2473";1;"2007-09-01"
"471";"Matthew Gibson";"966-66-7658";2002-12-27;"4307-1505-9827-4761";0;NA
"472";"Magaly Boyer";"207-55-6982";2003-02-03;"6279-7341-1000-5377";1;"2007-02-15"
"473";"Christal Runte";"337-20-6409";1993-02-28;"3550-6442-9252-5212";1;"2016-10-13"
"474";"Ronald Carter";"360-33-8452";1996-09-26;"1839-9646-6727-2602";0;NA
"475";"Isobel Kassulke";"742-46-6660";1993-09-27;"4967-6322-5694-4579";1;"2004-03-21"
"476";"Yuko Rau";"223-21-8365";2001-09-06;"1977-7957-9981-5457";0;NA
"477";"Evan Hauck";"304-68-6161";1995-04-22;"3644-1660-9423-1366";1;"2010-11-03"
"478";"Danial Rempel";"829-10-1699";1994-08-22;"3282-5391-1722-8512";0;NA
"479";"Kerry Russel";"173-17-3433";1997-09-30;"5685-1868-9456-5685";1;"2004-11-29"
"480";"Lora Sauer";"426-76-4933";1997-04-24;"5789-6189-1258-9793";0;NA
"481";"Saul Shields";"997-29-8031";1999-01-14;"2424-9297-7002-8850";1;"2004-01-05"
"482";"Hassan Jenkins";"167-65-4469";1999-11-17;"8048-3769-1950-4001";0;NA
"483";"Kendal Kessler";"262-17-4735";1994-12-07;"3730-7988-2748-3270";1;"2024-03-07"
"484";"Paris Torp";"642-93-7718";1990-01-03;"5743-9585-1632-9186";0;NA
"485";"Lowell Strosin";"317-93-8052";2002-10-22;"8057-2551-9065-5403";0;NA
"486";"Caridad Kozey";"147-55-8864";1995-12-08;"9938-4354-7850-8445";0;NA
"487";"Cary Vandervort";"214-54-8490";1995-10-07;"8048-5437-2136-2819";0;NA
"488";"Keenan Ritchie";"563-38-5865";1996-01-19;"9733-3320-6360-6586";0;NA
"489";"Lon Leannon";"440-15-7768";1995-02-09;"7201-6261-8983-9752";0;NA
"490";"Eugene Wiegand";"136-24-3954";1990-07-27;"9795-5231-6498-9348";0;NA
"491";"Sylvester Smith";"482-64-8477";1995-10-15;"1849-8258-4391-5955";0;NA
"492";"Freddy Flatley";"581-85-4269";1993-09-04;"7737-5989-6678-6062";1;"2016-11-19"
"493";"Raylene O'Kon";"615-40-5490";1997-11-18;"2287-4544-1306-3624";0;NA
"494";"Sau Runte";"350-89-9887";1991-01-19;"4244-8784-1943-4259";0;NA
"495";"Sherryl Mosciski";"229-32-8818";1994-10-17;"7904-5978-6393-2690";0;NA
"496";"Norma Braun";"275-83-5663";2001-04-03;"1810-8274-6079-1821";1;"2022-09-07"
"497";"Salvatore Batz";"300-27-4373";2002-03-05;"5143-3342-4432-1519";0;NA
"498";"Austin Koss";"486-59-8153";2000-07-09;"6790-1654-5726-5437";0;NA
"499";"Thomas Bayer";"168-11-7079";1994-03-26;"4196-1803-1151-4053";0;NA
"500";"Lilly Herman";"144-37-3109";1990-09-08;"8769-4313-9157-3821";0;NA
"501";"Dana Hayes";"152-26-2112";2003-09-29;"6861-5485-9314-9210";1;"2017-04-21"
"502";"Blair Fay";"738-78-3686";1994-10-04;"6376-8406-5940-7349";0;NA
"503";"Letha Prohaska";"233-66-8526";1998-07-16;"3939-4819-8814-4614";0;NA
"504";"Conrad Veum";"783-16-6033";1995-03-15;"2584-3081-5687-1306";0;NA
"505";"Loura Schultz";"894-10-6988";1998-04-27;"2197-3000-3905-2251";1;"2021-02-13"
"506";"Ferdinand Lehner";"701-66-2969";1997-01-21;"2532-4390-9844-9415";0;NA
"507";"Gail Kuhlman";"338-70-6146";2002-10-13;"1419-6987-6984-3705";0;NA
"508";"Bennett Wunsch";"637-96-3504";2002-07-20;"5174-9025-8749-7066";0;NA
"509";"Galen Braun";"969-85-3816";1991-10-25;"9619-4897-4124-9927";1;"2009-09-04"
"510";"Johnathon King";"209-79-3140";1995-05-15;"2716-7183-2501-8713";0;NA
"511";"Jenifer Fritsch";"995-45-9297";1996-08-10;"8607-3843-8132-6196";0;NA
"512";"Gaston Kreiger";"277-79-4314";1998-07-01;"8042-6893-1139-6250";0;NA
"513";"Martin Yost";"869-68-9121";1991-05-16;"6702-2713-3806-9933";0;NA
"514";"Nichelle Reilly";"813-76-4988";2000-08-21;"9897-2053-6263-8907";0;NA
"515";"Loren Weimann";"673-58-2345";1999-07-17;"6326-6497-3087-5648";0;NA
"516";"Kaley Carter";"286-40-8195";1996-03-11;"5708-9090-6074-4030";0;NA
"517";"Tierra Boyer";"839-14-8526";1995-12-16;"4589-8619-6324-4376";0;NA
"518";"Shondra Ryan";"703-93-1656";1999-04-19;"4938-1208-6395-9847";0;NA
"519";"Genna Pouros";"207-58-4722";1990-07-01;"1266-7062-6342-4870";0;NA
"520";"Olinda Waelchi";"534-54-4849";1999-09-14;"1902-9364-5084-4010";0;NA
"521";"Tyron Cronin";"144-49-3086";2000-03-18;"8826-9453-1319-7716";0;NA
"522";"Brenton Boehm";"360-95-6342";2001-12-16;"2375-3176-3650-3479";0;NA
"523";"Roma Mayer";"116-71-1219";1997-04-11;"7515-1853-9485-1985";0;NA
"524";"Kimiko Heidenreich";"685-10-6398";2003-05-14;"3548-2531-3967-8820";0;NA
"525";"Lani Casper";"807-65-8586";1993-06-22;"3838-7609-4728-1423";0;NA
"526";"Margo McKenzie";"661-46-8015";1993-08-24;"6471-1286-2041-7875";0;NA
"527";"Leia Adams";"160-36-7852";2001-05-21;"9631-1031-4201-1283";0;NA
"528";"Adriane Morar";"700-30-6159";1998-01-24;"5020-9469-6391-8423";1;"2017-10-18"
"529";"Luther Howe";"720-24-1596";1998-05-28;"8926-3698-4433-4666";0;NA
"530";"Evan Bode";"474-16-3426";1990-08-10;"8504-8403-6417-6053";0;NA
"531";"Angelo Huel";"256-62-4789";1992-08-25;"3716-7247-2806-5151";1;"2005-05-30"
"532";"Lane Boyer";"854-58-7264";2000-04-16;"9927-9501-8831-8231";1;"2024-06-13"
"533";"Wilford Mayert";"666-72-7598";2000-10-28;"3185-7690-4673-1766";0;NA
"534";"Darnell Jacobi";"951-16-8563";1991-04-27;"1188-9542-1841-1943";0;NA
"535";"Wan Ratke";"208-67-9439";1990-01-23;"3947-9505-5083-4700";0;NA
"536";"Collen Becker";"939-64-2146";1993-12-08;"7687-5861-7205-3118";0;NA
"537";"Erlene Robel";"111-68-5065";1998-04-21;"5291-5743-3687-9793";0;NA
"538";"Allison Dibbert";"425-10-2947";2000-05-05;"4043-7761-7193-6839";0;NA
"539";"Orval Mills";"645-27-5350";1995-04-17;"6994-3714-1240-4550";0;NA
"540";"Gerard Predovic";"462-35-9233";2000-01-12;"9708-8529-1825-9873";0;NA
"541";"Ward Collins";"894-17-4412";1997-05-18;"4088-9972-5714-6077";0;NA
"542";"Eleanora Wolff";"926-39-5810";2001-04-20;"3521-4576-1980-3253";1;"2004-12-01"
"543";"Asia Gorczany";"295-47-6226";2000-07-22;"6546-9300-2233-1803";0;NA
"544";"Shea Gottlieb";"204-86-6446";2001-05-07;"6802-2550-7689-8525";0;NA
"545";"Shauna Feil";"643-70-6298";1995-06-10;"3615-4196-7570-6131";0;NA
"546";"Bobbie Runolfsdottir";"383-35-9006";2002-08-28;"5125-7606-8122-1308";0;NA
"547";"Bradly Gaylord";"344-23-2611";1990-05-05;"9262-5363-3512-5814";0;NA
"548";"Eldridge Simonis";"458-81-5611";1995-11-17;"1058-1248-3365-3866";0;NA
"549";"Lorenzo Krajcik";"702-76-1406";1992-11-07;"9691-6558-9493-5823";0;NA
"550";"Damian Jacobson";"668-38-3547";1997-06-11;"2437-4789-9850-3231";1;"2010-07-10"
"551";"Deshawn Fritsch";"346-87-9651";1990-01-13;"3807-6645-7281-5418";0;NA
"552";"Sanora Gleason";"114-72-1720";1993-06-13;"7419-5955-4611-4704";1;"2021-08-06"
"553";"Darell Gerlach";"134-57-7545";2002-02-14;"2293-3124-7116-4049";0;NA
"554";"Karl Watsica";"296-61-1054";2000-07-28;"1325-4363-1336-3458";1;"2023-02-20"
"555";"Carlene Schmidt";"365-56-4589";1996-05-07;"7311-8503-8621-5083";0;NA
"556";"Venita Dicki";"463-56-5131";1991-05-14;"6518-2400-7092-4500";0;NA
"557";"Roland Gerlach";"277-32-5335";1999-05-04;"7963-9340-8506-3099";0;NA
"558";"Clara Fay";"419-67-4672";1992-05-10;"2771-3119-3124-6568";1;"2022-02-04"
"559";"Mason Douglas";"903-96-5072";2003-03-31;"8641-7949-2293-6193";0;NA
"560";"Denna Weber";"360-78-6784";2003-08-21;"1106-2475-1233-1554";1;"2010-08-19"
"561";"Remedios Nader";"454-36-1854";1995-11-25;"8369-7490-5496-5648";0;NA
"562";"Marcos Leuschke";"579-61-8994";1999-10-21;"5928-6808-1744-5187";1;"2012-02-28"
"563";"Edward Haag";"363-59-2748";1991-10-20;"5463-7176-3017-6532";1;"2006-12-30"
"564";"Sylvester Klocko";"303-66-5953";1993-03-06;"9104-9522-8837-2458";0;NA
"565";"Adam Bayer";"468-77-8507";1994-08-26;"2434-8912-5072-8907";0;NA
"566";"Tommie Weber";"966-55-1540";1991-05-09;"7263-6560-2533-6417";0;NA
"567";"Ezekiel Hoppe";"937-85-3521";1997-03-17;"6760-2710-5388-9353";0;NA
"568";"Patricia Trantow";"282-99-9349";1994-06-24;"5978-9633-1502-7610";0;NA
"569";"Eliana Schneider";"761-10-5435";2002-08-21;"6531-5853-7250-1572";1;"2015-12-10"
"570";"Tandra Upton";"827-13-1000";1993-12-16;"7021-8509-6204-1265";0;NA
"571";"Morgan Wiza";"417-61-4950";1991-01-21;"5620-6921-3709-5606";0;NA
"572";"Willis Zieme";"103-57-8632";1997-03-12;"8537-1811-4012-3262";0;NA
"573";"Kimber Effertz";"678-47-8474";1997-04-19;"8099-8358-6959-5356";1;"2010-10-10"
"574";"Avelina Johnson";"324-71-8311";1997-02-12;"5217-5521-6028-5796";0;NA
"575";"Marguerita Bergnaum";"673-53-9443";1992-05-29;"7047-8896-4921-8006";1;"2016-01-24"
"576";"Stewart Olson";"197-82-1138";2003-11-07;"7503-3999-4479-7484";1;"2016-12-14"
"577";"Zachariah Turcotte";"354-86-4006";2001-07-06;"2636-9141-4939-3736";0;NA
"578";"Sabina Cormier";"640-50-8817";1996-06-13;"2450-1069-4013-4408";0;NA
"579";"Arleen DuBuque";"235-18-8558";1996-05-27;"9518-4260-6284-4356";0;NA
"580";"Derek Torphy";"635-48-2415";2003-11-11;"5774-4296-9478-2515";0;NA
"581";"Hae Hodkiewicz";"588-87-3066";1999-09-09;"8883-2067-2635-9765";0;NA
"582";"Alan Lind";"792-98-3565";1992-01-08;"2426-9836-5552-5200";0;NA
