"";"ID";"value_mortgage";"value_nonmortgage"
"3286";"227-80-9827";0;1733
"3287";"548-64-9635";0;10425
"3288";"217-39-1036";0;3063
"3289";"265-18-7520";0;26648
"3290";"647-80-6182";0;10955
"3291";"657-57-5930";0;8100
"3292";"826-99-6751";0;15351
"3293";"394-39-1963";0;4913
"3294";"415-41-4164";0;12036
"3295";"338-87-1411";0;34197
"3296";"304-38-4730";0;7619
"3297";"421-64-5063";0;8065
"3298";"408-34-8866";0;7140
"3299";"452-74-2125";0;11802
"3300";"102-74-5527";0;10007
"3301";"177-78-9145";0;11894
"3302";"746-24-6615";0;42574
"3303";"791-36-3695";346729;4806
"3304";"696-29-8846";275610;14785
"3305";"757-49-6785";0;4184
"3306";"436-45-5054";0;8879
"3307";"677-64-1335";0;11875
"3308";"176-52-1161";0;16822
"3309";"236-49-1106";0;2798
"3310";"921-14-5673";0;8047
"3311";"200-77-4678";0;43998
"3312";"945-92-3256";0;4503
"3313";"837-37-8702";0;21433
"3314";"845-28-5123";0;3905
"3315";"144-63-6297";0;14357
"3316";"831-32-2450";309345;4408
"3317";"213-33-3739";371086;11836
"3318";"152-77-6666";0;8836
"3319";"433-47-6788";170754;10413
"3320";"106-12-4426";0;7661
"3321";"487-82-4351";0;4103
"3322";"739-62-1345";0;4276
"3323";"147-77-7306";0;5786
"3324";"792-73-6037";0;1894
"3325";"735-21-4002";881451;1761
"3326";"292-54-3993";0;8999
"3327";"312-21-6218";0;7397
"3328";"442-55-9988";0;2642
"3329";"215-73-1460";853632;8804
"3330";"145-50-1700";494502;6751
"3331";"515-91-6998";0;9276
"3332";"518-10-8245";0;6208
"3333";"456-84-9119";432529;9642
"3334";"534-89-1494";0;12991
"3335";"910-95-6430";0;2936
"3336";"106-58-2534";312109;8118
"3337";"357-62-1956";0;10936
"3338";"184-52-9027";0;12558
"3339";"189-37-1002";0;1853
"3340";"443-77-7486";293360;8604
"3341";"430-72-3244";0;18046
"3342";"934-53-9272";887247;11003
"3343";"416-10-3751";0;14536
"3344";"346-39-7682";0;10029
"3345";"327-83-1493";554745;2891
"3346";"845-60-9054";0;16255
"3347";"423-76-1892";424566;10151
"3348";"620-67-2106";0;13486
"3349";"911-46-8180";0;1848
"3350";"652-79-6872";408224;4605
"3351";"390-91-4387";0;13285
"3352";"480-20-7877";0;3975
"3353";"864-76-8555";0;18601
"3354";"600-53-6875";390589;15570
"3355";"737-46-8025";0;2741
"3356";"869-86-3763";0;16311
"3357";"221-18-4587";0;23403
"3358";"121-49-5049";0;14581
"3359";"927-37-7365";302265;747
"3360";"249-93-8756";0;22229
"3361";"772-26-3947";0;6389
"3362";"845-97-2088";375156;6357
"3363";"690-75-8508";366095;10887
"3364";"769-44-3260";0;760
"3365";"368-78-1305";0;2897
"3366";"822-88-4219";437291;10784
"3367";"990-41-8810";118930;14781
"3368";"902-81-3082";0;7770
"3369";"711-92-1102";0;10364
"3370";"327-46-1695";0;13791
"3371";"143-98-6528";115644;5120
"3372";"405-35-7216";0;27086
"3373";"331-95-8435";0;7153
"3374";"156-15-4479";0;7394
"3375";"489-97-5793";0;3811
"3376";"318-55-3371";0;13423
"3377";"467-59-4789";0;24683
"3378";"796-79-4498";0;14114
"3379";"372-64-9772";619495;10491
"3380";"430-71-9675";0;6007
"3381";"936-55-9405";0;35489
"3382";"983-42-7338";0;6221
"3383";"346-35-4360";0;746
"3384";"894-29-7507";0;5829
"3385";"333-30-5980";671693;13315
"3386";"304-87-4186";0;359
"3387";"949-18-4939";0;5256
"3388";"998-50-1062";0;13701
"3389";"453-92-7839";0;11618
"3390";"944-84-6732";0;2252
"3391";"181-88-1036";0;12551
"3392";"714-26-3938";1030173;22407
"3393";"731-55-2649";0;13269
"3394";"647-13-4937";0;13134
"3395";"160-17-1604";782084;10387
"3396";"800-72-1289";0;518
"3397";"396-34-6123";271282;6966
"3398";"636-86-2987";0;2126
"3399";"968-73-1436";0;10011
"3400";"791-31-8709";0;4180
"3401";"908-77-8825";0;9583
"3402";"771-11-1292";0;6070
"3403";"487-14-2347";0;3341
"3404";"945-72-8146";351893;5164
"3405";"315-20-5966";566522;1934
"3406";"206-49-8836";372636;7344
"3407";"688-64-2129";858216;7446
"3408";"556-52-6247";0;2480
"3409";"828-18-4237";0;8518
"3410";"220-62-3401";189238;9118
"3411";"402-87-5119";0;3271
"3412";"412-87-4422";0;3338
"3413";"736-85-6589";0;15826
"3414";"271-76-1289";467136;37944
"3415";"919-18-2440";555929;4655
"3416";"126-30-4003";591918;5804
"3417";"838-59-4817";523254;8050
"3418";"623-59-5850";419151;2661
"3419";"554-41-1990";492386;15327
"3420";"938-80-8311";0;4571
"3421";"185-79-3133";0;9902
"3422";"122-98-6822";0;25575
"3423";"550-81-9591";0;6986
"3424";"660-76-9735";0;13700
"3425";"989-39-5912";348634;7584
"3426";"434-44-5253";0;2649
"3427";"877-73-8441";413380;9490
"3428";"953-69-4306";0;6416
"3429";"370-91-4349";0;11863
"3430";"608-72-7622";0;27289
"3431";"138-90-2882";0;13747
"3432";"805-35-7039";0;2580
"3433";"686-17-7727";0;14690
"3434";"233-86-5619";0;4471
"3435";"755-26-4584";331337;10719
"3436";"306-63-9770";0;9658
"3437";"146-37-1430";0;6161
"3438";"730-48-3298";0;4223
"3439";"609-86-8918";356670;16055
"3440";"251-98-2456";0;9533
"3441";"195-75-3341";579916;13897
"3442";"710-47-5834";0;10424
"3443";"989-40-1644";0;4689
"3444";"599-46-4836";0;10003
"3445";"199-26-8779";0;4195
"3446";"874-37-2963";0;15354
"3447";"833-98-2219";273259;6920
"3448";"417-91-4872";0;11313
"3449";"444-52-9005";0;7917
"3450";"400-21-5597";713255;13097
"3451";"617-19-4130";0;2710
"3452";"626-14-4121";0;16097
"3453";"848-35-7555";685379;7907
"3454";"393-77-9126";0;12301
"3455";"340-37-2652";0;4597
"3456";"349-69-1375";0;2791
"3457";"436-54-4681";0;11312
"3458";"707-58-4201";0;1970
"3459";"517-15-5389";0;7443
"3460";"319-41-9009";0;11248
"3461";"324-52-2258";0;4241
"3462";"757-34-9614";0;8099
"3463";"606-79-9930";0;15671
"3464";"262-47-8577";0;22288
"3465";"325-68-8399";0;9180
"3466";"654-70-9998";0;7655
"3467";"256-18-8316";0;28710
"3468";"654-89-5805";0;7608
"3469";"109-89-6735";625674;14354
"3470";"308-52-3010";526312;16995
"3471";"696-27-3307";480147;9390
"3472";"823-15-5038";0;7785
"3473";"354-95-9005";0;9385
"3474";"557-40-4607";0;5957
"3475";"873-37-9586";0;19064
"3476";"133-34-4603";0;20942
"3477";"894-36-2130";0;7860
"3478";"819-70-1278";0;41340
"3479";"649-69-6812";0;15487
"3480";"461-60-3489";0;2536
"3481";"412-47-4125";0;10731
"3482";"380-27-6897";0;8493
"3483";"737-65-5732";0;6353
"3484";"930-17-4371";0;5595
"3485";"948-57-4699";0;5880
"3486";"620-59-4068";0;15690
"3487";"672-88-9682";421009;11139
"3488";"656-40-3118";494163;9354
"3489";"720-16-2577";0;9569
"3490";"443-67-9050";496248;6095
"3491";"517-76-9019";630240;4699
"3492";"440-41-7385";0;12999
"3493";"549-49-5521";0;9193
"3494";"276-62-7983";246384;5948
"3495";"959-10-9757";0;11237
"3496";"310-13-4408";0;6610
"3497";"269-67-8120";706498;8965
"3498";"777-34-2361";0;7833
"3499";"878-69-4701";0;11187
"3500";"492-39-1780";0;6025
"3501";"126-29-1597";0;6293
"3502";"361-97-5906";384315;13980
"3503";"372-39-9208";0;26972
"3504";"753-76-1022";0;8509
"3505";"571-51-2479";0;11487
"3506";"781-76-2231";0;14565
"3507";"294-15-1683";0;20371
"3508";"723-70-7386";0;8432
"3509";"554-53-1766";0;7655
"3510";"134-59-3545";435460;7104
"3511";"369-27-3383";350154;15433
"3512";"111-93-6396";0;16263
"3513";"519-56-4497";0;7091
"3514";"117-88-9389";0;26771
"3515";"763-73-7896";342642;6032
"3516";"746-34-4796";0;3034
"3517";"883-55-9473";0;16445
"3518";"174-47-1623";0;7092
"3519";"230-23-6904";0;23385
"3520";"616-67-9735";0;15943
"3521";"510-22-5344";0;3659
"3522";"371-76-5096";0;6320
"3523";"906-19-8245";0;4746
"3524";"739-14-7894";349305;18464
"3525";"753-58-9479";509584;20238
"3526";"340-60-5256";0;7253
"3527";"897-83-7680";0;6975
"3528";"235-58-6514";0;3715
"3529";"591-96-8844";304590;14203
"3530";"658-37-2723";0;5982
"3531";"933-65-4227";0;28122
"3532";"114-66-7990";0;5382
"3533";"772-37-8523";542921;7827
"3534";"739-45-5009";0;24683
"3535";"656-74-8690";278014;10731
"3536";"771-25-3213";0;7300
"3537";"334-75-2733";0;9342
"3538";"510-77-4195";0;4380
"3539";"910-93-1893";349970;8067
"3540";"514-14-3241";1371046;48701
"3541";"451-30-1157";0;8269
"3542";"161-58-6043";419685;4780
"3543";"459-63-2662";0;18351
"3544";"410-33-5248";0;6844
"3545";"466-37-8031";0;1718
"3546";"647-38-7118";0;23581
"3547";"638-10-4801";0;7352
"3548";"858-52-6436";586351;8293
"3549";"986-46-3236";151986;26409
"3550";"972-74-1075";0;10818
"3551";"558-77-2202";0;9031
"3552";"840-27-1937";0;11905
"3553";"111-76-4535";0;5513
"3554";"301-58-3212";0;11612
"3555";"493-68-6518";484182;5363
"3556";"790-19-6071";482671;7670
"3557";"534-81-2664";0;9727
"3558";"307-92-4992";0;8400
"3559";"793-30-8507";0;13318
"3560";"977-55-7175";0;5297
"3561";"266-73-8665";0;1022
"3562";"817-59-2678";0;5015
"3563";"933-94-2183";608643;9685
"3564";"563-21-4492";0;12271
"3565";"939-94-7619";0;2083
"3566";"888-92-9502";0;4858
"3567";"419-64-2871";439198;2269
"3568";"766-36-4909";720246;7595
"3569";"380-75-6309";0;16424
"3570";"222-48-8468";0;9536
"3571";"116-84-9959";0;2133
"3572";"792-30-6012";0;8827
"3573";"763-85-9892";634862;983
"3574";"806-52-4832";511849;26062
"3575";"683-45-5348";767244;3661
"3576";"668-66-9809";0;16085
"3577";"191-52-8564";459319;11910
"3578";"552-94-2435";0;13456
"3579";"477-17-7517";1166336;22738
"3580";"750-78-6404";0;6063
"3581";"411-72-2220";448891;7703
"3582";"966-73-4744";317639;6545
"3583";"135-86-4805";284323;10710
"3584";"160-71-9387";0;14440
"3585";"881-23-1863";0;11560
"3586";"700-86-2625";0;5403
"3587";"724-92-7590";0;3289
"3588";"743-56-6401";0;6374
"3589";"349-55-4737";1036527;9852
"3590";"566-97-4778";647309;2101
"3591";"967-79-8285";0;2087
"3592";"838-53-5404";708173;4809
"3593";"412-93-9947";0;43006
"3594";"672-71-2829";0;5858
"3595";"531-54-5876";0;12796
"3596";"823-32-7396";0;13486
"3597";"231-73-8859";0;5174
"3598";"897-53-2182";950733;17195
"3599";"428-80-2851";0;10141
"3600";"794-92-1234";0;28378
"3601";"830-53-9087";0;4407
"3602";"340-38-8571";895771;2725
"3603";"629-83-1279";0;5933
"3604";"651-94-6347";325751;6847
"3605";"799-63-5203";332849;4113
"3606";"313-60-1743";306138;9128
"3607";"338-94-9392";0;4445
"3608";"407-67-6921";0;6397
"3609";"411-74-9938";679599;6069
"3610";"971-45-9292";0;24005
"3611";"374-68-4098";391100;8402
"3612";"653-64-7188";0;3897
"3613";"488-97-4135";0;8293
"3614";"570-86-7217";0;2547
"3615";"979-12-4533";72988;22014
"3616";"469-33-7792";0;2369
"3617";"125-77-9410";0;17540
"3618";"633-86-2320";484579;3343
"3619";"746-27-9837";694932;8486
"3620";"528-27-5363";0;23895
"3621";"542-87-4440";317784;2994
"3622";"402-60-6608";0;6893
"3623";"826-73-8811";0;4275
"3624";"168-14-6087";0;3890
"3625";"563-58-4261";0;6130
"3626";"437-16-3625";0;14874
"3627";"777-80-6328";0;9688
"3628";"769-79-8621";596669;1754
"3629";"660-74-9402";0;1320
"3630";"363-26-7167";0;2108
"3631";"698-95-7227";0;25192
"3632";"893-82-2953";0;20698
"3633";"313-67-8454";0;3345
"3634";"443-91-9857";0;12676
"3635";"445-67-9939";338007;15807
"3636";"947-95-4031";0;9871
"3637";"948-73-3976";0;13875
"3638";"253-55-9435";556617;7850
"3639";"769-49-1508";0;7939
"3640";"252-77-2561";0;2400
"3641";"863-76-2450";0;2999
"3642";"675-93-6365";0;2060
"3643";"115-88-6323";0;8176
"3644";"649-40-7622";0;8751
"3645";"490-20-9505";569236;2628
"3646";"408-64-7920";0;21238
"3647";"201-83-6235";311693;4861
"3648";"200-49-5389";0;2149
"3649";"760-59-5849";170556;19676
"3650";"472-30-4335";0;6669
"3651";"518-38-5497";0;1897
"3652";"186-23-2913";0;20317
"3653";"814-18-8056";0;2920
"3654";"281-70-6762";0;8699
"3655";"556-14-4078";372199;6172
"3656";"951-66-2821";0;5556
"3657";"777-45-7910";0;6805
"3658";"730-47-4310";0;3753
"3659";"709-78-7872";0;8866
"3660";"823-49-9853";514733;7327
"3661";"848-75-7337";0;11436
"3662";"435-70-7029";0;4188
"3663";"490-76-9666";0;16387
"3664";"136-56-8337";371634;18070
"3665";"911-62-7311";0;2634
"3666";"115-87-8649";527688;4877
"3667";"817-92-4607";0;6443
"3668";"674-10-6676";0;24196
"3669";"999-47-2555";0;6633
"3670";"557-45-5198";0;3184
"3671";"783-29-7127";463672;2741
"3672";"424-50-5629";639911;6967
"3673";"237-25-3843";542476;10911
"3674";"950-43-3075";0;9985
"3675";"515-66-2950";360595;5510
"3676";"982-73-5021";0;13041
"3677";"932-50-9515";0;5476
"3678";"182-58-7898";424045;17539
"3679";"554-58-1293";333576;12586
"3680";"992-13-4890";0;15319
"3681";"305-46-9723";0;7362
"3682";"947-19-2624";0;8126
"3683";"528-77-2881";883322;9049
"3684";"437-46-5317";0;8096
"3685";"262-87-6708";0;5927
"3686";"252-11-4854";0;12122
"3687";"321-29-5929";215841;10537
"3688";"642-98-9493";0;13064
"3689";"498-78-6032";0;22040
"3690";"991-66-8962";0;14214
"3691";"124-23-7383";0;27123
"3692";"207-51-5291";0;3135
"3693";"937-35-4663";0;7829
"3694";"561-89-8992";0;7753
"3695";"821-18-7189";266015;5709
"3696";"464-64-1410";0;20412
"3697";"198-64-1351";0;19482
"3698";"433-94-9078";418446;4572
"3699";"825-35-4070";183225;11587
"3700";"322-67-6921";102071;16361
"3701";"209-76-7660";0;1190
"3702";"329-50-7169";0;4365
"3703";"568-28-8899";632636;4815
"3704";"208-29-1347";0;4012
"3705";"567-71-6695";0;5613
"3706";"937-70-7038";176306;14422
"3707";"821-49-2157";287357;6893
"3708";"548-49-9704";0;19841
"3709";"918-76-6603";0;15514
"3710";"461-74-3113";0;2746
"3711";"850-11-3938";287028;10684
"3712";"139-58-2106";0;3144
"3713";"521-24-5249";0;10891
"3714";"350-78-2523";0;2196
"3715";"814-14-2657";0;8342
"3716";"702-24-1553";0;7503
"3717";"994-79-9693";452210;23647
"3718";"858-12-5522";0;3913
"3719";"921-94-6725";259223;3002
"3720";"632-95-8377";415210;9045
"3721";"641-99-6690";446364;11168
"3722";"132-32-3776";0;4197
"3723";"675-15-3431";0;2783
"3724";"166-38-8307";567281;14795
"3725";"610-39-2595";0;5277
"3726";"721-31-3225";0;39429
"3727";"947-47-2011";0;10514
"3728";"758-61-8145";0;8750
"3729";"881-77-3993";414774;15791
"3730";"573-15-4292";0;7507
"3731";"841-89-3376";462540;2408
"3732";"184-48-3590";580567;15635
"3733";"642-36-6012";0;11001
"3734";"383-72-3231";0;15092
"3735";"437-10-5523";0;12211
"3736";"452-26-1583";1359746;9814
"3737";"825-58-3301";0;4727
"3738";"458-90-3403";0;10315
"3739";"754-58-4401";486329;6226
"3740";"658-30-6873";0;7768
"3741";"577-58-8467";0;31558
"3742";"884-83-3365";0;22711
"3743";"654-43-1265";270624;12736
"3744";"306-99-8315";0;16710
"3745";"524-80-5866";0;2614
"3746";"656-80-7706";347867;5583
"3747";"881-18-2228";0;11156
"3748";"929-83-9812";447862;26626
"3749";"645-65-5719";0;4299
"3750";"588-70-9687";0;25172
"3751";"469-71-2371";0;9847
"3752";"654-96-3654";0;4811
"3753";"693-62-3389";0;8055
"3754";"435-11-3828";201784;22028
"3755";"722-45-1383";0;2276
"3756";"334-84-2826";0;7840
"3757";"205-92-7941";357836;2346
"3758";"839-65-8035";0;15111
"3759";"161-10-6009";646628;9373
"3760";"200-94-3340";319942;3783
"3761";"954-13-7593";463514;7260
"3762";"343-37-5307";0;14242
"3763";"237-50-1944";0;4929
"3764";"825-61-2030";0;7238
"3765";"764-37-7358";0;7281
"3766";"196-54-1876";0;10727
"3767";"737-75-7192";778899;16618
"3768";"410-30-1450";424363;21125
"3769";"402-81-8389";708654;19389
"3770";"608-53-1283";140889;10908
"3771";"234-71-7953";290360;31422
"3772";"909-13-1701";0;11744
"3773";"256-49-2786";0;6086
"3774";"529-37-9375";0;2593
"3775";"665-34-2968";436481;7192
"3776";"544-88-5856";534466;17124
"3777";"856-66-6732";0;5732
"3778";"981-69-2261";307254;9600
"3779";"440-16-9038";0;14189
"3780";"254-65-5605";306606;15122
"3781";"140-80-9449";0;2165
"3782";"504-14-7861";0;3980
"3783";"682-69-8842";639962;6479
"3784";"849-82-7582";0;4872
"3785";"391-77-6845";0;11176
"3786";"680-95-5595";0;7676
"3787";"586-34-8480";551383;6196
"3788";"926-52-3370";294652;2427
"3789";"121-46-7971";0;11371
"3790";"376-89-4255";0;3190
"3791";"524-45-9920";211655;2091
"3792";"327-83-9238";0;12408
"3793";"295-85-3861";0;9005
"3794";"126-13-1570";355699;931
"3795";"120-71-8179";484522;6111
"3796";"124-30-3836";0;10520
"3797";"563-46-2097";0;12646
"3798";"870-26-9479";0;2266
"3799";"833-20-9942";792287;7220
"3800";"513-79-2394";0;4631
"3801";"246-39-7453";154739;24842
"3802";"125-89-2814";573996;490
"3803";"739-55-7877";0;6039
"3804";"794-36-2037";501999;1578
"3805";"357-21-3679";0;26642
"3806";"191-95-2759";0;22571
"3807";"239-82-3156";0;19360
"3808";"621-53-9286";0;5404
"3809";"969-61-7567";566869;33849
"3810";"163-64-6401";0;4174
"3811";"187-28-5242";0;5331
"3812";"253-52-9278";610830;4519
"3813";"448-96-7445";0;8615
"3814";"344-94-4965";434694;2816
"3815";"758-73-6362";0;4334
"3816";"841-25-8713";0;3957
"3817";"991-85-3792";0;13951
"3818";"153-28-5717";509619;5126
"3819";"194-45-1539";517996;5719
"3820";"519-85-5327";0;17924
"3821";"421-16-7128";0;2444
"3822";"344-36-8192";685809;21108
"3823";"944-89-4230";332945;8131
"3824";"382-36-2542";0;18672
"3825";"536-25-7363";0;3380
"3826";"247-69-4087";0;21788
"3827";"410-92-6125";0;1290
"3828";"459-28-9248";0;12849
"3829";"810-74-1488";548268;22030
"3830";"230-78-1164";0;6878
"3831";"706-49-8393";341753;2179
"3832";"718-38-2172";0;11931
"3833";"270-76-3685";0;8576
"3834";"339-34-7861";0;3628
"3835";"448-73-6301";0;2825
"3836";"659-91-7196";0;5039
"3837";"798-90-9487";0;11142
"3838";"659-77-1902";0;24868
"3839";"648-42-9699";0;14103
"3840";"486-63-7155";399845;4127
"3841";"282-64-8811";0;2529
"3842";"893-17-6797";0;2409
"3843";"371-97-2056";0;4824
"3844";"735-93-2136";0;14025
"3845";"549-13-4847";0;18601
"3846";"357-35-9448";0;10300
"3847";"435-30-8905";0;6672
"3848";"278-66-8949";576298;8218
"3849";"522-76-7451";0;4324
"3850";"295-31-6339";0;14236
"3851";"936-31-9499";0;3615
"3852";"115-65-8104";678212;8494
"3853";"495-84-5864";249678;3612
"3854";"860-82-6732";0;27997
"3855";"108-54-3252";0;13993
"3856";"579-19-9671";446362;6972
"3857";"181-99-9670";537944;6273
"3858";"880-85-4799";0;8808
"3859";"819-54-8372";0;10547
"3860";"307-97-6825";677776;6983
"3861";"619-93-6987";466882;3660
"3862";"931-57-8950";0;1858
"3863";"357-10-1772";0;19161
"3864";"201-98-5611";0;4019
"3865";"998-84-9919";0;16203
"3866";"304-70-8829";383871;2908
"3867";"127-49-7166";0;13498
"3868";"192-70-2628";491367;12667
"3869";"290-49-9934";0;3047
"3870";"501-56-9744";0;10702
"3871";"958-69-3987";0;2045
"3872";"223-43-8984";0;21456
"3873";"747-30-4555";0;11400
"3874";"882-68-9135";0;4645
"3875";"191-53-5187";0;19118
"3876";"656-49-5975";347154;4393
"3877";"683-34-3374";0;2075
"3878";"775-38-9539";1334904;7044
"3879";"118-54-4476";507177;15504
"3880";"678-63-4254";461492;20965
"3881";"268-53-8001";294449;26024
"3882";"523-75-4833";0;11982
"3883";"911-35-7875";0;6234
"3884";"104-16-4079";0;7711
"3885";"304-64-2776";0;360
"3886";"725-44-9247";683386;24584
"3887";"895-24-8058";0;2973
"3888";"696-81-5731";0;12634
"3889";"293-33-4211";0;9632
"3890";"454-93-1286";702388;6109
"3891";"479-77-1365";564297;3332
"3892";"162-99-1926";0;9801
"3893";"880-83-8984";0;7637
"3894";"824-18-7923";0;12434
"3895";"237-76-6969";149568;5795
"3896";"660-84-3556";451911;20536
"3897";"563-79-6820";0;18825
"3898";"444-38-4537";0;6312
"3899";"113-77-3378";366097;14328
"3900";"477-89-4335";0;7676
"3901";"929-66-1341";0;22243
"3902";"326-77-9252";439512;8066
"3903";"345-46-9384";0;2562
"3904";"704-78-6994";0;6463
"3905";"718-59-3733";0;9605
"3906";"721-67-6864";471854;2641
"3907";"932-68-4994";0;27838
"3908";"664-59-2895";0;13083
"3909";"905-90-7008";89992;8754
"3910";"751-14-7558";0;22629
"3911";"294-96-2270";557658;3065
"3912";"455-92-1957";0;2615
"3913";"394-40-2000";584215;20344
"3914";"197-41-2034";0;2318
"3915";"296-75-8642";571750;15919
"3916";"860-84-6124";0;11369
"3917";"699-20-7519";0;8319
"3918";"431-18-1168";0;7168
"3919";"750-69-4334";369518;3010
"3920";"746-32-8306";0;4031
"3921";"422-27-9433";0;5524
"3922";"139-86-9409";0;2669
"3923";"205-73-8555";0;10984
"3924";"155-78-9870";0;6713
"3925";"357-95-2948";270381;13710
"3926";"227-16-1616";0;10647
"3927";"410-42-1567";0;4309
"3928";"695-69-4137";343393;7006
"3929";"920-52-5975";0;1456
"3930";"411-79-4460";0;14901
"3931";"266-34-9385";0;2554
"3932";"491-10-4331";0;19943
"3933";"978-31-1181";352105;18701
"3934";"406-97-8526";0;1297
"3935";"823-31-6132";0;3854
"3936";"483-87-7508";0;11188
"3937";"725-85-8696";0;13480
"3938";"126-41-3479";209984;10240
"3939";"472-15-7147";0;13848
"3940";"373-27-8324";0;1755
"3941";"284-21-2432";0;10654
"3942";"685-63-9559";0;19169
"3943";"946-54-7258";0;8538
"3944";"190-61-2985";693225;7838
"3945";"155-15-7633";711845;25835
"3946";"320-22-4473";0;8659
"3947";"128-44-4424";0;2490
"3948";"161-41-1808";0;12654
"3949";"783-35-5949";0;12221
"3950";"416-26-8272";0;13948
"3951";"863-19-8613";0;7238
"3952";"331-44-3477";0;4755
"3953";"383-95-5793";0;31934
"3954";"318-22-7011";0;8326
"3955";"877-20-6251";0;8166
"3956";"188-20-6691";679285;7823
"3957";"761-62-1367";0;12216
"3958";"697-41-4198";0;6216
"3959";"301-42-3769";0;8325
"3960";"987-55-1354";429304;8158
"3961";"438-80-7771";408100;8137
"3962";"636-16-4572";250067;1858
"3963";"488-87-1014";373641;18350
"3964";"487-27-4695";0;1771
"3965";"672-51-1425";0;6735
"3966";"566-48-1198";0;22207
"3967";"372-92-1668";0;14109
"3968";"626-54-8140";0;4715
"3969";"667-16-8936";0;3648
"3970";"731-82-3552";0;4711
"3971";"359-66-1820";0;3836
"3972";"594-71-9118";0;8829
"3973";"258-85-7813";0;1056
"3974";"879-38-9559";0;10527
"3975";"965-93-3389";0;8019
"3976";"984-25-3933";0;5832
"3977";"278-59-1691";479922;2825
"3978";"645-19-1351";0;4319
"3979";"305-94-8098";0;2390
"3980";"273-23-1555";309889;14997
"3981";"159-49-7318";217711;10739
"3982";"867-80-7238";0;12927
"3983";"457-80-9800";346725;16298
"3984";"643-27-5016";0;9678
"3985";"618-31-5114";685236;23497
"3986";"970-89-9946";210217;19342
"3987";"897-85-8280";0;15756
"3988";"945-25-5441";242182;10214
"3989";"551-85-5415";350980;5662
"3990";"558-60-2273";1278592;15269
"3991";"344-47-8876";0;470
"3992";"414-56-7836";0;9898
"3993";"110-45-4052";0;492
"3994";"244-40-5733";0;11497
"3995";"651-52-6416";0;14966
"3996";"276-67-7707";0;3800
"3997";"920-27-7661";0;17621
"3998";"877-88-6295";149647;6231
"3999";"103-65-6804";0;7715
"4000";"469-22-5095";286605;3873
"4001";"867-97-7099";739199;8734
"4002";"240-20-1120";303401;12029
"4003";"356-83-2216";0;2814
"4004";"167-61-5701";0;18343
"4005";"609-21-2111";0;16057
"4006";"167-50-6763";0;6760
"4007";"210-31-4836";0;11537
"4008";"554-51-6908";315624;12102
"4009";"739-40-1153";0;34294
"4010";"129-57-4777";563953;4136
"4011";"757-54-9890";770798;1762
"4012";"314-26-6133";0;13158
"4013";"690-13-8863";0;6224
"4014";"569-94-2728";0;14445
"4015";"120-72-2826";0;4442
"4016";"577-10-8080";0;6387
"4017";"755-84-5084";0;4311
"4018";"741-61-9761";0;9216
"4019";"893-40-3633";0;4103
"4020";"480-69-8281";0;3426
"4021";"972-48-4986";329012;27310
"4022";"806-79-8536";0;23887
"4023";"532-22-1005";528288;9350
"4024";"118-93-2658";0;11715
"4025";"957-84-3770";0;6946
"4026";"565-67-4942";0;10511
"4027";"447-18-9410";0;26011
"4028";"387-50-8627";402231;3556
"4029";"481-41-1437";678391;14245
"4030";"325-61-6551";405402;8378
"4031";"208-12-9352";0;5569
"4032";"677-40-4323";204752;5109
"4033";"692-90-2170";0;2162
"4034";"769-73-4972";0;14472
"4035";"519-45-8099";710817;8469
"4036";"558-95-7662";379855;12607
"4037";"379-40-3183";0;28001
"4038";"763-38-9614";0;6749
"4039";"692-13-1880";0;11954
"4040";"465-95-3218";0;9164
"4041";"709-22-7055";0;14073
"4042";"817-41-1289";0;11424
"4043";"755-98-5273";0;16468
"4044";"272-46-9763";587067;12232
"4045";"152-47-1196";0;5100
"4046";"951-55-9658";0;14992
"4047";"200-45-5445";0;9999
"4048";"913-27-3151";0;10321
"4049";"273-20-6564";0;16727
"4050";"515-15-2782";0;10626
"4051";"849-48-3816";288445;8544
"4052";"568-21-4157";0;3652
"4053";"505-34-1630";616965;9237
"4054";"163-49-4458";0;6975
"4055";"500-39-8156";322897;1532
"4056";"806-83-4967";0;3605
"4057";"223-92-1760";342180;11404
"4058";"370-42-2235";0;2777
"4059";"886-48-3958";0;4453
"4060";"682-51-2549";0;14702
"4061";"661-67-4469";0;11606
"4062";"919-14-9708";575097;17401
"4063";"909-40-7744";0;4771
"4064";"984-65-9800";575126;13421
"4065";"772-83-9977";0;16014
"4066";"453-35-9423";532921;9209
"4067";"354-73-3704";167649;27906
"4068";"369-50-3071";0;6959
"4069";"857-74-6192";0;8020
"4070";"841-84-5241";0;10063
"4071";"913-82-2225";0;13046
"4072";"636-37-8375";0;2061
"4073";"236-77-9095";0;5874
"4074";"183-97-5777";0;20215
"4075";"473-25-2498";503598;7403
"4076";"376-76-1419";0;8065
"4077";"787-72-2252";341809;6129
"4078";"197-59-5047";992731;4607
"4079";"811-81-3506";0;1642
"4080";"457-45-1182";0;9555
"4081";"924-11-5650";0;4319
"4082";"693-64-9335";0;12230
"4083";"158-45-6024";734789;7388
"4084";"692-11-1152";0;1591
"4085";"504-16-7549";0;14832
"4086";"129-11-4555";801253;11324
"4087";"472-31-2669";0;6489
"4088";"528-66-7469";0;27647
"4089";"229-98-5470";0;25686
"4090";"775-82-9740";833240;8516
"4091";"325-70-2128";0;8386
"4092";"236-77-3615";373759;4271
